,player,nation,pos,club,league,age,full_90,drib_goal,foul_goal,y_card,r_card,fouls_d,offside,crosses,intercept,air_won,pass_comp,touch_3rd,succ_drib,sot/90,assists,np_goals
5039,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,551.0,18.0,1.67,1,2
5040,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.36,2,13
5041,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.36,1,2
5042,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.67,2,13
5043,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,3,0,43,16,51,9,94.0,54.0,67.0,1.0,1.67,1,2
5044,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.36,2,13
5045,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.36,1,2
5046,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.67,2,13
5047,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.67,1,2
5048,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.36,2,13
5049,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.36,1,2
5050,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.67,2,13
5051,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.67,1,2
5052,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.36,2,13
5053,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.36,1,2
5054,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.67,2,13
5055,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,551.0,18.0,1.67,1,2
5056,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.36,2,13
5057,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.36,1,2
5058,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.67,2,13
5059,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,402.0,67.0,1.0,1.67,1,2
5060,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.36,2,13
5061,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.36,1,2
5062,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.67,2,13
5063,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.67,1,2
5064,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.36,2,13
5065,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.36,1,2
5066,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.67,2,13
5067,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.67,1,2
5068,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.36,2,13
5069,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.36,1,2
5070,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.67,2,13
5071,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,551.0,18.0,1.67,1,2
5072,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.36,2,13
5073,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.36,1,2
5074,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.67,2,13
5075,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29.0,3.0,0.0,0.0,0,0,3,0,14,0,11.0,54.0,67.0,1.0,1.67,1,2
5076,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31.0,7.4,0.0,0.0,2,0,6,0,1,14,5.0,259.0,50.0,5.0,0.0,0,0
5077,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25.0,24.5,2.0,3.0,6,0,19,10,2,8,60.0,291.0,394.0,25.0,1.51,4,16
5078,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24.0,15.7,1.0,0.0,3,0,17,4,144,8,4.0,601.0,637.0,59.0,0.45,13,1
5079,Yusuf Demir,at AUT,FWMF,Barcelona,es La Liga,18.0,2.1,0.0,0.0,0,0,4,0,2,2,0.0,71.0,68.0,5.0,0.0,0,0
5080,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23.0,21.3,0.0,0.0,8,0,16,3,0,58,85.0,683.0,60.0,2.0,0.28,2,1
5081,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28.0,22.8,0.0,1.0,10,0,29,3,152,33,11.0,1070.0,397.0,28.0,0.48,4,0
5082,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23.0,9.7,0.0,0.0,4,0,6,12,6,1,17.0,104.0,169.0,10.0,0.93,3,2
5083,Diego Demme,de GER,MF,Napoli,it Serie A,29.0,7.7,0.0,0.0,4,0,8,0,7,9,4.0,539.0,106.0,3.0,0.13,0,1
5084,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26.0,11.1,0.0,0.0,2,0,5,0,1,16,16.0,690.0,9.0,2.0,0.36,0,3
5085,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26.0,21.7,0.0,0.0,4,0,6,0,5,9,30.0,709.0,203.0,5.0,0.46,2,2
5086,Emmanuel Dennis,ng NGA,FWMF,Watford,eng Premier League,23.0,28.7,1.0,1.0,9,1,40,12,39,15,45.0,411.0,543.0,68.0,0.91,6,10
5087,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.0,0,0
5088,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.0,1,1
5089,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.51,0,0
5090,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.51,1,1
5091,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.0,0,0
5092,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.0,1,1
5093,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.51,0,0
5094,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.51,1,1
5095,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.0,0,0
5096,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.0,1,1
5097,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.51,0,0
5098,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.51,1,1
5099,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.0,0,0
5100,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.0,1,1
5101,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.51,0,0
5102,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.51,1,1
5103,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.0,0,0
5104,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.0,1,1
5105,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.51,0,0
5106,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.51,1,1
5107,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.0,0,0
5108,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.0,1,1
5109,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.51,0,0
5110,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.51,1,1
5111,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.0,0,0
5112,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.0,1,1
5113,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.51,0,0
5114,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.51,1,1
5115,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.0,0,0
5116,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.0,1,1
5117,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.51,0,0
5118,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.51,1,1
5119,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.0,0,0
5120,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.0,1,1
5121,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.51,0,0
5122,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.51,1,1
5123,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.0,0,0
5124,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.0,1,1
5125,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.51,0,0
5126,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.51,1,1
5127,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.0,0,0
5128,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.0,1,1
5129,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.51,0,0
5130,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.51,1,1
5131,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.0,0,0
5132,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.0,1,1
5133,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.51,0,0
5134,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.51,1,1
5135,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,18.0,1.0,0.0,0,0
5136,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,18.0,1.0,0.0,1,1
5137,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,18.0,1.0,0.51,0,0
5138,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,18.0,1.0,0.51,1,1
5139,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,146.0,8.0,0.0,0,0
5140,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,146.0,8.0,0.0,1,1
5141,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,146.0,8.0,0.51,0,0
5142,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,146.0,8.0,0.51,1,1
5143,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,18.0,1.0,0.0,0,0
5144,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,18.0,1.0,0.0,1,1
5145,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,18.0,1.0,0.51,0,0
5146,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,18.0,1.0,0.51,1,1
5147,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,146.0,8.0,0.0,0,0
5148,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,146.0,8.0,0.0,1,1
5149,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,146.0,8.0,0.51,0,0
5150,Fabio Depaoli,it ITA,MFDF,Sampdoria,it Serie A,24.0,1.2,0.0,0.0,3,0,10,4,32,8,9.0,174.0,146.0,8.0,0.51,1,1
5151,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.0,0,0
5152,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.0,1,1
5153,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.51,0,0
5154,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.51,1,1
5155,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.0,0,0
5156,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.0,1,1
5157,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.51,0,0
5158,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.51,1,1
5159,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.0,0,0
5160,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.0,1,1
5161,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.51,0,0
5162,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,18.0,1.0,0.51,1,1
5163,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.0,0,0
5164,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.0,1,1
5165,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.51,0,0
5166,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,22.0,146.0,8.0,0.51,1,1
5167,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.0,0,0
5168,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.0,1,1
5169,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.51,0,0
5170,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.51,1,1
5171,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.0,0,0
5172,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.0,1,1
5173,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.51,0,0
5174,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.51,1,1
5175,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.0,0,0
5176,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.0,1,1
5177,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.51,0,0
5178,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,18.0,1.0,0.51,1,1
5179,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.0,0,0
5180,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.0,1,1
5181,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.51,0,0
5182,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,1,0,1,0,3,1,1.0,174.0,146.0,8.0,0.51,1,1
5183,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.0,0,0
5184,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.0,1,1
5185,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.51,0,0
5186,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.51,1,1
5187,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.0,0,0
5188,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.0,1,1
5189,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.51,0,0
5190,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.51,1,1
5191,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.0,0,0
5192,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.0,1,1
5193,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.51,0,0
5194,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,18.0,1.0,0.51,1,1
5195,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.0,0,0
5196,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.0,1,1
5197,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24.0,7.8,0.0,0.0,3,0,10,4,32,8,9.0,22.0,146.0,8.0,0.51,0,0
