,Player,SCA,PassLive,PassDead,Drib,Sh_x,Fld_x,Def,GCA,CrdY_x,CrdR_x,2CrdY,Fls,Off_x,Crs_x,Int,TklW,Recov,Won,Dead,Str,TotDist,Ast_x,CrsPA,Touches,Succ,Att,Dis,SoT,Dist,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,G-PK,G+A-PK,Matches
470,Florin Andone,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,3,3,0,0,1,6.0,7.0,6.0,0.0,283.0,0,0.0,61.0,2.0,2.0,3.0,1,12.6,ro ROU,FW,Cádiz,es La Liga,28.0,5,1,176,2.0,0,0.0,Matches
471,Andrés Andrade Cedeño,9.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,4,0,0,14,1,21,19,16,80.0,28.0,93.0,0.0,5920.0,0,1.0,676.0,9.0,18.0,7.0,3,19.6,pa PAN,DF,Arminia,de Bundesliga,22.0,17,12,1046,11.6,0,0.0,Matches
472,Benjamin André,60.0,46.0,2.0,2.0,3.0,1.0,6.0,6.0,12,1,1,67,2,19,50,69,296.0,97.0,55.0,0.0,22765.0,1,2.0,2163.0,20.0,25.0,26.0,5,14.5,fr FRA,MF,Lille,fr Ligue 1,30.0,33,33,2752,30.6,2,0.1,Matches
473,Fredrik André Bjørkan,9.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,3,0,5,6,10,29.0,1.0,35.0,0.0,1794.0,0,2.0,210.0,4.0,9.0,3.0,0,,no NOR,DF,Hertha BSC,de Bundesliga,22.0,9,2,353,3.9,0,0.0,Matches
474,Robert Andrich,38.0,27.0,0.0,2.0,5.0,3.0,1.0,6.0,5,1,0,40,2,6,31,17,126.0,30.0,18.0,0.0,13041.0,2,0.0,1211.0,13.0,14.0,9.0,7,18.4,de GER,MF,Leverkusen,de Bundesliga,26.0,26,21,1817,20.2,4,0.3,Matches
475,José Ángel,19.0,14.0,1.0,2.0,1.0,1.0,0.0,2.0,2,1,0,10,0,46,10,13,78.0,10.0,154.0,0.0,12280.0,1,13.0,889.0,20.0,29.0,21.0,3,27.3,es ESP,DF,Osasuna,es La Liga,31.0,23,12,1083,12.0,1,0.17,Matches
476,Angeliño,83.0,53.0,22.0,3.0,4.0,1.0,0.0,8.0,3,0,0,15,4,187,29,21,155.0,11.0,304.0,0.0,17957.0,5,36.0,1698.0,14.0,19.0,19.0,6,16.1,es ESP,DF,RB Leipzig,de Bundesliga,24.0,29,26,2298,25.5,2,0.27,Matches
477,Ebenezer Annan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1,1,2.0,0.0,3.0,0.0,51.0,0,0.0,14.0,0.0,0.0,0.0,0,,gh GHA,DF,Bologna,it Serie A,18.0,1,0,25,0.3,0,0.0,Matches
478,Cristian Ansaldi,28.0,21.0,3.0,2.0,2.0,0.0,0.0,5.0,2,0,0,13,2,57,6,9,36.0,3.0,86.0,0.0,5390.0,3,12.0,493.0,8.0,16.0,4.0,1,18.4,ar ARG,DF,Torino,it Serie A,34.0,19,5,691,7.7,0,0.39,Matches
479,Janis Antiste,15.0,12.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,15,5,12,4,11,36.0,16.0,19.0,0.0,1856.0,0,3.0,310.0,8.0,21.0,7.0,2,10.4,fr FRA,FWMF,Spezia,it Serie A,18.0,18,9,796,8.8,1,0.11,Matches
480,Waldemar Anton,40.0,31.0,0.0,1.0,2.0,2.0,4.0,2.0,6,1,0,29,1,11,32,26,208.0,62.0,80.0,0.0,30310.0,1,1.0,2151.0,17.0,22.0,13.0,6,14.1,de GER,DF,Stuttgart,de Bundesliga,25.0,29,29,2595,28.8,2,0.1,Matches
481,Josep Antoni Gayá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1.0,0.0,2.0,0.0,347.0,0,0.0,36.0,0.0,0.0,0.0,0,,es ESP,DF,Mallorca,es La Liga,21.0,1,1,58,0.6,0,0.0,Matches
482,Michail Antonio,96.0,64.0,1.0,11.0,11.0,9.0,0.0,17.0,8,1,1,50,13,63,3,17,90.0,79.0,20.0,0.0,6532.0,8,12.0,1084.0,50.0,93.0,72.0,27,14.9,jm JAM,FW,West Ham,eng Premier League,31.0,36,34,2971,33.0,10,0.55,Matches
483,Christopher Antwi-Adjei,28.0,15.0,1.0,1.0,5.0,6.0,0.0,2.0,2,0,0,15,11,29,1,18,53.0,12.0,30.0,0.0,2416.0,1,2.0,454.0,13.0,34.0,18.0,10,14.9,gh GHA,FWMF,Bochum,de Bundesliga,27.0,25,12,1130,12.6,1,0.16,Matches
484,Houssem Aouar,99.0,76.0,3.0,6.0,9.0,4.0,1.0,6.0,1,0,0,27,3,21,20,30,155.0,6.0,64.0,0.0,18236.0,4,1.0,1798.0,70.0,129.0,52.0,24,17.9,fr FRA,MF,Lyon,fr Ligue 1,23.0,36,29,2504,27.8,6,0.36,Matches
485,Adil Aouchiche,38.0,21.0,10.0,1.0,1.0,5.0,0.0,5.0,2,0,0,10,2,68,17,6,77.0,10.0,61.0,0.0,7867.0,4,3.0,775.0,15.0,40.0,17.0,10,22.5,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,19.0,35,11,1081,12.0,0,0.33,Matches
486,Dennis Appiah,12.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,39,2,38,27,34,98.0,30.0,141.0,0.0,13036.0,0,7.0,1240.0,14.0,30.0,5.0,0,22.2,fr FRA,DF,Nantes,fr Ligue 1,29.0,32,22,2099,23.3,0,0.0,Matches
487,Mauro Arambarri,75.0,34.0,31.0,2.0,2.0,3.0,3.0,10.0,13,0,0,51,0,116,32,37,182.0,27.0,157.0,0.0,19629.0,5,5.0,1550.0,32.0,50.0,36.0,8,27.8,uy URU,MF,Getafe,es La Liga,25.0,31,31,2663,29.6,0,0.17,Matches
488,Mattia Aramu,73.0,30.0,22.0,2.0,4.0,15.0,0.0,11.0,6,0,0,29,7,144,8,15,91.0,11.0,184.0,0.0,8928.0,5,13.0,1027.0,17.0,38.0,24.0,15,24.5,it ITA,MFFW,Venezia,it Serie A,26.0,32,25,2100,23.3,4,0.39,Matches
489,Charles Aránguiz,40.0,34.0,3.0,1.0,1.0,1.0,0.0,5.0,2,0,0,26,0,9,33,25,129.0,7.0,53.0,0.0,15636.0,4,2.0,1281.0,7.0,9.0,8.0,3,19.6,cl CHI,MF,Leverkusen,de Bundesliga,32.0,26,16,1578,17.5,1,0.29,Matches
490,Néstor Araujo,14.0,12.0,0.0,1.0,1.0,0.0,0.0,2.0,4,0,0,19,0,3,27,14,160.0,63.0,41.0,0.0,26401.0,0,1.0,1783.0,5.0,8.0,4.0,1,21.5,mx MEX,DF,Celta Vigo,es La Liga,29.0,34,29,2617,29.1,0,0.0,Matches
491,Ronald Araújo,19.0,12.0,0.0,0.0,2.0,1.0,4.0,0.0,6,0,0,25,1,7,23,23,135.0,60.0,92.0,0.0,28250.0,0,3.0,1863.0,6.0,8.0,6.0,10,12.6,uy URU,DF,Barcelona,es La Liga,22.0,30,25,2272,25.2,4,0.16,Matches
492,Cameron Archer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0,0,0,0,1.0,1.0,0.0,0.0,62.0,0,0.0,11.0,0.0,1.0,2.0,0,12.6,eng ENG,FWMF,Aston Villa,eng Premier League,19.0,3,0,27,0.3,0,0.0,Matches
493,Alphonse Areola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,17.0,0.0,785.0,0,0.0,42.0,0.0,0.0,0.0,0,,fr FRA,GK,West Ham,eng Premier League,28.0,1,1,90,1.0,0,0.0,Matches
494,Jesús Areso,4.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1,0,0,3,0,2,0,3,6.0,3.0,33.0,0.0,904.0,0,0.0,90.0,0.0,0.0,4.0,0,,es ESP,DF,Osasuna,es La Liga,22.0,3,2,188,2.1,0,0.0,Matches
495,Matias Arezo,6.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0,3,0,4,1,3,3.0,7.0,3.0,0.0,187.0,0,0.0,66.0,2.0,5.0,3.0,3,17.5,uy URU,FWMF,Granada,es La Liga,18.0,8,1,162,1.8,0,0.0,Matches
496,Santiago Arias,9.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0,0,6,2,15,5,5,23.0,9.0,50.0,0.0,2480.0,0,3.0,274.0,3.0,7.0,3.0,1,14.6,co COL,DF,Granada,es La Liga,29.0,12,4,440,4.9,1,0.2,Matches
497,Adam Armstrong,36.0,22.0,0.0,5.0,6.0,3.0,0.0,3.0,1,0,0,13,2,18,3,4,36.0,13.0,40.0,0.0,3453.0,2,0.0,491.0,16.0,42.0,13.0,14,17.2,eng ENG,FW,Southampton,eng Premier League,24.0,23,17,1413,15.7,2,0.25,Matches
498,Stuart Armstrong,54.0,42.0,2.0,2.0,3.0,4.0,1.0,3.0,1,0,0,11,1,35,8,19,94.0,3.0,40.0,0.0,8618.0,0,4.0,940.0,27.0,54.0,27.0,9,20.5,sct SCO,MF,Southampton,eng Premier League,29.0,25,15,1473,16.4,2,0.12,Matches
499,Marko Arnautović,89.0,71.0,0.0,7.0,9.0,2.0,0.0,7.0,6,0,0,45,14,12,7,9,77.0,25.0,51.0,0.0,8749.0,1,0.0,1193.0,37.0,59.0,36.0,32,15.2,at AUT,FW,Bologna,it Serie A,32.0,33,32,2694,29.9,12,0.43,Matches
500,Maximilian Arnold,106.0,56.0,45.0,2.0,0.0,3.0,0.0,4.0,4,0,0,47,1,182,37,20,243.0,33.0,255.0,1.0,30069.0,2,10.0,2162.0,12.0,14.0,17.0,15,32.0,de GER,MF,Wolfsburg,de Bundesliga,27.0,34,34,2994,33.3,4,0.18,Matches
501,Kepa Arrizabalaga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,3.0,1.0,28.0,0.0,2398.0,0,0.0,147.0,0.0,0.0,0.0,0,,es ESP,GK,Chelsea,eng Premier League,26.0,4,4,360,4.0,0,0.0,Matches
502,Tolgay Arslan,48.0,30.0,5.0,1.0,4.0,7.0,1.0,8.0,9,0,0,28,0,33,13,20,140.0,6.0,28.0,0.0,8981.0,0,2.0,861.0,22.0,34.0,15.0,9,22.8,de GER,MF,Udinese,it Serie A,30.0,30,22,1658,18.4,1,0.05,Matches
503,Arthur,17.0,10.0,0.0,3.0,1.0,2.0,1.0,5.0,1,0,0,16,1,2,1,5,15.0,12.0,16.0,0.0,1728.0,2,0.0,227.0,9.0,14.0,8.0,8,9.9,br BRA,FW,Fiorentina,it Serie A,23.0,14,8,749,8.3,2,0.48,Matches
504,Santiago Arzamendia,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2,0,0,6,1,18,4,6,36.0,12.0,21.0,0.0,1588.0,0,3.0,242.0,3.0,10.0,6.0,1,29.7,py PAR,MF,Cádiz,es La Liga,23.0,14,5,469,5.2,1,0.19,Matches
505,Takuma Asano,48.0,34.0,0.0,4.0,6.0,3.0,1.0,7.0,1,0,0,17,18,34,7,6,86.0,15.0,5.0,0.0,3408.0,4,6.0,579.0,20.0,36.0,19.0,11,16.8,jp JPN,FWMF,Bochum,de Bundesliga,26.0,27,20,1608,17.9,3,0.39,Matches
506,Santiago Ascacíbar,38.0,32.0,1.0,1.0,1.0,1.0,2.0,1.0,5,0,0,35,2,2,41,54,192.0,33.0,63.0,0.0,14340.0,1,0.0,1455.0,12.0,23.0,13.0,1,17.7,ar ARG,MF,Hertha BSC,de Bundesliga,24.0,28,27,2375,26.4,0,0.04,Matches
507,Sergio Asenjo,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,17.0,2.0,60.0,0.0,4206.0,0,0.0,249.0,0.0,0.0,0.0,0,,es ESP,GK,Villarreal,es La Liga,32.0,6,6,540,6.0,0,0.0,Matches
508,Alejandro Asensio,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,156.0,0,1.0,11.0,0.0,0.0,0.0,1,10.1,es ESP,MF,Rayo Vallecano,es La Liga,20.0,2,0,12,0.1,0,0.0,Matches
509,Marco Asensio,70.0,42.0,12.0,5.0,9.0,2.0,0.0,6.0,2,0,0,8,2,71,12,8,83.0,0.0,80.0,0.0,10841.0,0,2.0,1055.0,27.0,40.0,25.0,32,18.9,es ESP,FWMF,Real Madrid,es La Liga,25.0,31,19,1731,19.2,10,0.52,Matches
510,Harrison Ashby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,110.0,0,0.0,10.0,0.0,0.0,0.0,0,,sct SCO,DF,West Ham,eng Premier League,19.0,1,0,7,0.1,0,0.0,Matches
511,Kristoffer Askildsen,8.0,5.0,0.0,2.0,0.0,0.0,1.0,1.0,5,0,0,17,0,2,15,6,43.0,21.0,8.0,0.0,2158.0,0,0.0,321.0,4.0,5.0,5.0,0,18.9,no NOR,MF,Sampdoria,it Serie A,20.0,19,7,754,8.4,0,0.0,Matches
512,Fisnik Asllani,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,80.0,0,0.0,9.0,0.0,1.0,0.0,0,,xk KVX,MFFW,Hoffenheim,de Bundesliga,18.0,2,0,9,0.1,0,0.0,Matches
513,Kristjan Asllani,30.0,21.0,3.0,0.0,3.0,2.0,1.0,3.0,2,0,0,13,0,29,19,9,122.0,4.0,60.0,0.0,12159.0,1,0.0,897.0,7.0,10.0,7.0,6,25.6,al ALB,MF,Empoli,it Serie A,19.0,23,14,1353,15.0,1,0.13,Matches
514,Iago Aspas,120.0,90.0,7.0,6.0,11.0,6.0,0.0,15.0,9,0,0,22,20,108,11,7,113.0,22.0,97.0,0.0,13844.0,5,7.0,1679.0,51.0,83.0,32.0,36,16.5,es ESP,FW,Celta Vigo,es La Liga,33.0,37,36,3087,34.3,15,0.58,Matches
515,Lorenz Assignon,19.0,13.0,0.0,0.0,3.0,2.0,1.0,1.0,0,0,0,10,2,21,11,10,40.0,11.0,81.0,0.0,5021.0,2,1.0,455.0,5.0,10.0,6.0,4,8.4,tg TOG,DF,Rennes,fr Ligue 1,21.0,20,5,616,6.8,0,0.29,Matches
516,Simon Asta,11.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,1,0,0,13,2,16,8,6,50.0,4.0,92.0,0.0,4689.0,0,2.0,475.0,4.0,5.0,3.0,0,14.3,de GER,DF,Greuther Fürth,de Bundesliga,20.0,13,9,783,8.7,0,0.0,Matches
517,Youcef Atal,31.0,22.0,0.0,2.0,1.0,4.0,2.0,3.0,4,0,0,17,3,54,32,19,72.0,26.0,120.0,0.0,8234.0,1,7.0,895.0,18.0,39.0,19.0,5,18.7,dz ALG,DF,Nice,fr Ligue 1,25.0,17,13,1140,12.7,2,0.24,Matches
645,Pierre-Emerick Aubameyang,15.0,13.0,0.0,0.0,2.0,0.0,0.0,3.0,0,0,0,7,7,5,2,2,17.0,7.0,20.0,0.0,2279.0,1,0.0,341.0,4.0,6.0,8.0,20,12.0,ga GAB,FW,Barcelona,es La Liga,32.0,17,13,1082,12.0,11,1.0,Matches
646,Emil Audero,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,2,1,31.0,7.0,300.0,0.0,22466.0,0,0.0,1079.0,0.0,0.0,0.0,0,,it ITA,GK,Sampdoria,it Serie A,24.0,29,29,2560,28.4,0,0.0,Matches
647,Tommaso Augello,50.0,34.0,4.0,5.0,1.0,3.0,3.0,2.0,0,0,0,12,1,74,29,20,172.0,33.0,271.0,0.0,18085.0,1,15.0,1580.0,23.0,44.0,13.0,2,18.3,it ITA,DF,Sampdoria,it Serie A,26.0,36,25,2395,26.6,1,0.08,Matches
648,Jean-Kévin Augustin,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,3.0,2.0,2.0,0.0,133.0,0,0.0,26.0,0.0,0.0,3.0,0,18.0,fr FRA,FWMF,Nantes,fr Ligue 1,24.0,7,0,84,0.9,0,0.0,Matches
649,Ludwig Augustinsson,14.0,9.0,3.0,0.0,0.0,0.0,2.0,1.0,3,0,0,13,0,47,5,14,41.0,15.0,107.0,1.0,6682.0,1,6.0,620.0,2.0,2.0,4.0,2,15.1,se SWE,DF,Sevilla,es La Liga,27.0,19,9,793,8.8,0,0.11,Matches
650,Serge Aurier,15.0,12.0,1.0,0.0,2.0,0.0,0.0,1.0,4,0,0,15,1,27,11,9,52.0,21.0,94.0,0.0,10307.0,1,4.0,851.0,14.0,19.0,11.0,2,15.9,ci CIV,DF,Villarreal,es La Liga,28.0,19,10,1010,11.2,0,0.09,Matches
651,Ezequiel Ávila,47.0,26.0,4.0,4.0,6.0,7.0,0.0,4.0,9,1,1,31,13,79,13,7,77.0,50.0,24.0,0.0,5848.0,1,18.0,782.0,18.0,32.0,22.0,15,24.6,ar ARG,FWMF,Osasuna,es La Liga,27.0,36,22,1870,20.8,5,0.29,Matches
652,Taiwo Awoniyi,67.0,46.0,0.0,8.0,10.0,3.0,0.0,6.0,1,0,0,25,21,10,2,7,82.0,54.0,12.0,0.0,4292.0,1,3.0,828.0,35.0,63.0,41.0,30,13.1,ng NGA,FW,Union Berlin,de Bundesliga,23.0,31,29,2174,24.2,13,0.58,Matches
653,Ramzi Aya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,1,0,1,8.0,0.0,7.0,0.0,339.0,0,0.0,33.0,0.0,0.0,0.0,0,23.6,it ITA,DF,Salernitana,it Serie A,30.0,2,2,135,1.5,0,0.0,Matches
654,Jordan Ayew,58.0,38.0,1.0,2.0,3.0,13.0,1.0,6.0,2,0,0,38,2,74,15,30,132.0,32.0,14.0,0.0,7894.0,3,6.0,1083.0,34.0,71.0,77.0,8,16.8,gh GHA,FWMF,Crystal Palace,eng Premier League,29.0,31,23,2019,22.4,3,0.27,Matches
655,Kaan Ayhan,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0,13,1,2,13,12,68.0,24.0,43.0,0.0,15101.0,0,0.0,999.0,1.0,1.0,0.0,1,16.9,tr TUR,DF,Sassuolo,it Serie A,26.0,23,14,1354,15.0,1,0.07,Matches
656,Luke Ayling,35.0,22.0,1.0,0.0,7.0,0.0,5.0,4.0,4,1,0,22,2,31,28,42,187.0,34.0,171.0,0.0,22964.0,2,4.0,1881.0,23.0,37.0,10.0,3,13.0,eng ENG,DF,Leeds United,eng Premier League,29.0,26,26,2272,25.2,2,0.16,Matches
657,Karim Azamoum,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,12,0,1,1,5,21.0,7.0,9.0,0.0,1716.0,0,0.0,181.0,1.0,3.0,2.0,3,22.4,fr FRA,DF,Troyes,fr Ligue 1,31.0,7,4,388,4.3,0,0.0,Matches
658,Sardar Azmoun,13.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,8,0,2,0,1,9.0,7.0,3.0,0.0,1062.0,1,0.0,147.0,4.0,6.0,2.0,4,12.7,ir IRN,FWMF,Leverkusen,de Bundesliga,26.0,9,4,359,4.0,1,0.5,Matches
659,César Azpilicueta,48.0,43.0,0.0,2.0,3.0,0.0,0.0,8.0,3,0,0,25,2,47,23,28,110.0,46.0,153.0,0.0,22185.0,2,2.0,2001.0,15.0,19.0,10.0,4,14.7,es ESP,DF,Chelsea,eng Premier League,31.0,27,24,2070,23.0,1,0.13,Matches
660,Iddrisu Baba,23.0,18.0,0.0,0.0,4.0,0.0,1.0,3.0,9,0,0,42,0,5,24,30,187.0,41.0,17.0,0.0,11335.0,0,1.0,1031.0,22.0,31.0,20.0,8,24.4,gh GHA,MF,Mallorca,es La Liga,25.0,26,23,1934,21.5,1,0.05,Matches
661,Carlos Bacca,12.0,8.0,0.0,0.0,2.0,2.0,0.0,2.0,3,0,0,3,5,4,1,4,12.0,8.0,7.0,0.0,913.0,1,0.0,144.0,7.0,11.0,4.0,2,14.5,co COL,FW,Granada,es La Liga,34.0,17,4,513,5.7,0,0.18,Matches
662,Daniel Bachmann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,10.0,2.0,125.0,0.0,7080.0,0,0.0,403.0,1.0,1.0,0.0,0,,at AUT,GK,Watford,eng Premier League,27.0,12,12,1080,12.0,0,0.0,Matches
663,Loïc Bade,6.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,3,1,1,6,0,2,12,5,61.0,25.0,10.0,0.0,13508.0,1,1.0,829.0,4.0,5.0,1.0,0,14.6,fr FRA,DF,Rennes,fr Ligue 1,21.0,14,11,985,10.9,0,0.09,Matches
664,Milan Badelj,74.0,64.0,0.0,1.0,1.0,2.0,6.0,2.0,4,0,0,39,0,10,85,37,258.0,34.0,43.0,0.0,21537.0,0,3.0,1908.0,34.0,50.0,26.0,5,23.1,hr CRO,MF,Genoa,it Serie A,32.0,34,34,2844,31.6,1,0.03,Matches
665,Édgar Badía,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,44.0,8.0,286.0,0.0,18595.0,0,0.0,905.0,0.0,0.0,0.0,0,,es ESP,GK,Elche,es La Liga,29.0,24,24,2160,24.0,0,0.0,Matches
666,Benoît Badiashile,16.0,11.0,0.0,0.0,3.0,0.0,2.0,1.0,4,0,0,24,2,1,28,19,150.0,57.0,27.0,0.0,23885.0,0,0.0,1570.0,2.0,4.0,5.0,4,10.4,fr FRA,DF,Monaco,fr Ligue 1,20.0,24,21,1838,20.4,1,0.05,Matches
667,Youssouph Badji,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,1,1,0,0,2.0,7.0,1.0,0.0,210.0,0,0.0,44.0,0.0,0.0,1.0,0,16.1,sn SEN,FWMF,Brest,fr Ligue 1,19.0,9,1,135,1.5,0,0.0,Matches
668,Miguel Baeza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,56.0,0,0.0,5.0,0.0,0.0,0.0,0,,es ESP,DF,Celta Vigo,es La Liga,21.0,1,0,2,0.0,0,0.0,Matches
669,Nicola Bagnolini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0.0,0.0,0,0.0,4.0,0.0,0.0,0.0,0,,it ITA,GK,Bologna,it Serie A,17.0,1,0,3,0.0,0,0.0,Matches
670,Issa Bah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,81.0,0,0.0,8.0,0.0,0.0,2.0,0,,lu LUX,FW,Venezia,it Serie A,19.0,1,0,9,0.1,0,0.0,Matches
671,Stéphane Bahoken,15.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,0,0,0,23,4,10,3,8,22.0,24.0,15.0,0.0,2051.0,1,1.0,350.0,7.0,14.0,17.0,14,17.0,cm CMR,FW,Angers,fr Ligue 1,29.0,29,12,1099,12.2,3,0.33,Matches
672,Leon Bailey,20.0,15.0,0.0,1.0,2.0,2.0,0.0,1.0,3,0,0,12,4,33,1,11,38.0,10.0,16.0,0.0,2354.0,2,1.0,349.0,13.0,29.0,24.0,8,19.4,jm JAM,MFFW,Aston Villa,eng Premier League,23.0,18,7,761,8.5,1,0.35,Matches
673,Eric Bailly,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,0,0,3,4,10.0,6.0,4.0,0.0,1229.0,0,0.0,113.0,0.0,1.0,1.0,0,,ci CIV,DF,Manchester Utd,eng Premier League,27.0,4,3,217,2.4,0,0.0,Matches
674,Dénys Bain,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,0,0,3,3,11.0,4.0,3.0,0.0,1670.0,0,0.0,97.0,0.0,0.0,0.0,0,,fr FRA,DF,Brest,fr Ligue 1,28.0,2,2,180,2.0,0,0.0,Matches
675,Stefan Bajic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,10.0,3.0,58.0,0.0,3466.0,0,0.0,204.0,0.0,0.0,0.0,0,,fr FRA,GK,Saint-Étienne,fr Ligue 1,19.0,7,4,510,5.7,0,0.0,Matches
676,Nedim Bajrami,103.0,66.0,21.0,8.0,5.0,1.0,2.0,7.0,3,0,0,16,7,156,3,14,91.0,0.0,163.0,0.0,9775.0,5,8.0,1102.0,42.0,71.0,34.0,18,21.0,al ALB,MFFW,Empoli,it Serie A,22.0,35,23,2054,22.8,3,0.35,Matches
677,Cédric Bakambu,13.0,11.0,0.0,1.0,1.0,0.0,0.0,3.0,1,0,0,6,5,3,0,0,5.0,7.0,5.0,0.0,684.0,0,0.0,113.0,1.0,2.0,1.0,8,13.4,cd COD,FWMF,Marseille,fr Ligue 1,30.0,12,5,356,4.0,4,1.01,Matches
678,Abdoulaye Bakayoko,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,7,0,0,11,9,25.0,4.0,4.0,0.0,1619.0,0,0.0,196.0,4.0,5.0,2.0,0,,fr FRA,DF,Saint-Étienne,fr Ligue 1,18.0,4,4,307,3.4,0,0.0,Matches
679,Tiemoué Bakayoko,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3,0,0,12,0,1,9,13,33.0,16.0,1.0,0.0,4451.0,0,0.0,372.0,4.0,7.0,4.0,0,21.0,fr FRA,MF,Milan,it Serie A,26.0,14,5,501,5.6,0,0.0,Matches
680,Mitchel Bakker,38.0,33.0,0.0,1.0,1.0,1.0,2.0,6.0,6,0,0,15,0,37,23,22,147.0,13.0,181.0,0.0,14581.0,4,10.0,1429.0,28.0,49.0,14.0,3,20.6,nl NED,DF,Leverkusen,de Bundesliga,21.0,25,19,1822,20.2,1,0.25,Matches
681,Ridle Baku,83.0,60.0,4.0,4.0,7.0,7.0,1.0,10.0,4,0,0,28,9,73,21,37,166.0,28.0,222.0,0.0,17055.0,5,11.0,1671.0,36.0,71.0,23.0,8,21.2,de GER,DFMF,Wolfsburg,de Bundesliga,23.0,34,28,2446,27.2,3,0.29,Matches
682,Dilane Bakwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,0,1,2.0,3.0,1.0,0.0,107.0,0,0.0,24.0,1.0,3.0,1.0,1,18.0,fr FRA,MFFW,Bordeaux,fr Ligue 1,18.0,5,0,43,0.5,0,0.0,Matches
683,Tommaso Baldanzi,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,35.0,0,0.0,10.0,0.0,0.0,0.0,0,,it ITA,FW,Empoli,it Serie A,18.0,1,0,18,0.2,0,0.0,Matches
684,Alejandro Balde,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,4,0,6,1,1,13.0,0.0,7.0,0.0,1779.0,0,2.0,177.0,1.0,5.0,3.0,0,19.3,es ESP,DFFW,Barcelona,es La Liga,17.0,5,2,188,2.1,0,0.0,Matches
685,Ibrahima Baldé,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0.0,2.0,2.0,0.0,105.0,0,0.0,16.0,0.0,2.0,0.0,0,,fr FRA,FWMF,Lens,fr Ligue 1,18.0,4,0,58,0.6,0,0.0,Matches
